"REF_DATE","GEO","DGUID","Income concept","Economic family type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Newfoundland and Labrador","","Average income tax","Male lone-parent families","Dollars","81","units ","0","v92045312","3.4.18","","F","","","0"
"2012","Newfoundland and Labrador","","Average income tax","Female lone-parent families","Dollars","81","units ","0","v92045313","3.4.19","","F","","","0"
"2012","Newfoundland and Labrador","","Average income tax","Other non-elderly families","Dollars","81","units ","0","v92045314","3.4.23","11700","D","","","0"
"2012","Newfoundland and Labrador","","Average income tax","Unattached individuals","Dollars","81","units ","0","v92045315","3.4.24","4300","D","","","0"
"2012","Newfoundland and Labrador","","Average income tax","Elderly males","Dollars","81","units ","0","v92045316","3.4.25","","F","","","0"
"2012","Newfoundland and Labrador","","Average income tax","Elderly females","Dollars","81","units ","0","v92045317","3.4.28","","F","","","0"
"2012","Newfoundland and Labrador","","Average income tax","Non-elderly males","Dollars","81","units ","0","v92045318","3.4.31","6000","E","","","0"
"2012","Newfoundland and Labrador","","Average income tax","Non-elderly females","Dollars","81","units ","0","v92045319","3.4.34","4900","E","","","0"
"2012","Newfoundland and Labrador","","Median income tax","All family units","Dollars","81","units ","0","v92045320","3.11.1","5500","C","","","0"
"2012","Newfoundland and Labrador","","Median income tax","Economic families, two persons or more","Dollars","81","units ","0","v92045321","3.11.2","8700","C","","","0"
"2012","Newfoundland and Labrador","","Median income tax","Elderly families","Dollars","81","units ","0","v92045322","3.11.3","","F","","","0"
"2012","Newfoundland and Labrador","","Median income tax","Elderly married couples","Dollars","81","units ","0","v92045323","3.11.4","","F","","","0"
"2012","Newfoundland and Labrador","","Median income tax","Other elderly families","Dollars","81","units ","0","v92045324","3.11.5","","F","","","0"
"2012","Newfoundland and Labrador","","Median income tax","Non-elderly families","Dollars","81","units ","0","v92045325","3.11.6","11000","C","","","0"
"2012","Newfoundland and Labrador","","Median income tax","Married couples","Dollars","81","units ","0","v92045326","3.11.7","8700","D","","","0"
"2012","Newfoundland and Labrador","","Median income tax","Two-parent families with children","Dollars","81","units ","0","v92045327","3.11.11","17000","C","","","0"
"2012","Newfoundland and Labrador","","Median income tax","Married couples with other relatives","Dollars","81","units ","0","v92045328","3.11.16","16600","E","","","0"
"2012","Newfoundland and Labrador","","Median income tax","Lone-parent families","Dollars","81","units ","0","v92045329","3.11.17","","F","","","0"
"2012","Newfoundland and Labrador","","Median income tax","Male lone-parent families","Dollars","81","units ","0","v92045330","3.11.18","","F","","","0"
"2012","Newfoundland and Labrador","","Median income tax","Female lone-parent families","Dollars","81","units ","0","v92045331","3.11.19","","F","","","0"
"2012","Newfoundland and Labrador","","Median income tax","Other non-elderly families","Dollars","81","units ","0","v92045332","3.11.23","7500","E","","","0"
"2012","Newfoundland and Labrador","","Median income tax","Unattached individuals","Dollars","81","units ","0","v92045333","3.11.24","","F","","","0"
"2012","Newfoundland and Labrador","","Median income tax","Elderly males","Dollars","81","units ","0","v92045334","3.11.25","","F","","","0"
"2012","Newfoundland and Labrador","","Median income tax","Elderly females","Dollars","81","units ","0","v92045335","3.11.28","","F","","","0"
"2012","Newfoundland and Labrador","","Median income tax","Non-elderly males","Dollars","81","units ","0","v92045336","3.11.31","","F","","","0"
"2012","Newfoundland and Labrador","","Median income tax","Non-elderly females","Dollars","81","units ","0","v92045337","3.11.34","","F","","","0"
"2012","Newfoundland and Labrador","","Average after-tax income","All family units","Dollars","81","units ","0","v92045338","3.5.1","61200","A","","","0"
"2012","Newfoundland and Labrador","","Average after-tax income","Economic families, two persons or more","Dollars","81","units ","0","v92045339","3.5.2","74600","A","","","0"
"2012","Newfoundland and Labrador","","Average after-tax income","Elderly families","Dollars","81","units ","0","v92045340","3.5.3","55000","C","","","0"
"2012","Newfoundland and Labrador","","Average after-tax income","Elderly married couples","Dollars","81","units ","0","v92045341","3.5.4","50000","C","","","0"
"2012","Newfoundland and Labrador","","Average after-tax income","Other elderly families","Dollars","81","units ","0","v92045342","3.5.5","69400","D","","","0"
"2012","Newfoundland and Labrador","","Average after-tax income","Non-elderly families","Dollars","81","units ","0","v92045343","3.5.6","78900","A","","","0"
"2012","Newfoundland and Labrador","","Average after-tax income","Married couples","Dollars","81","units ","0","v92045344","3.5.7","69800","B","","","0"
"2012","Newfoundland and Labrador","","Average after-tax income","Two-parent families with children","Dollars","81","units ","0","v92045345","3.5.11","95600","B","","","0"
"2012","Newfoundland and Labrador","","Average after-tax income","Married couples with other relatives","Dollars","81","units ","0","v92045346","3.5.16","103900","C","","","0"
"2012","Newfoundland and Labrador","","Average after-tax income","Lone-parent families","Dollars","81","units ","0","v92045347","3.5.17","34800","D","","","0"
"2012","Newfoundland and Labrador","","Average after-tax income","Male lone-parent families","Dollars","81","units ","0","v92045348","3.5.18","","F","","","0"
"2012","Newfoundland and Labrador","","Average after-tax income","Female lone-parent families","Dollars","81","units ","0","v92045349","3.5.19","33500","D","","","0"
"2012","Newfoundland and Labrador","","Average after-tax income","Other non-elderly families","Dollars","81","units ","0","v92045350","3.5.23","67700","C","","","0"
"2012","Newfoundland and Labrador","","Average after-tax income","Unattached individuals","Dollars","81","units ","0","v92045351","3.5.24","28400","C","","","0"
"2012","Newfoundland and Labrador","","Average after-tax income","Elderly males","Dollars","81","units ","0","v92045352","3.5.25","29300","D","","","0"
"2012","Newfoundland and Labrador","","Average after-tax income","Elderly females","Dollars","81","units ","0","v92045353","3.5.28","22500","C","","","0"
"2012","Newfoundland and Labrador","","Average after-tax income","Non-elderly males","Dollars","81","units ","0","v92045354","3.5.31","30900","D","","","0"
"2012","Newfoundland and Labrador","","Average after-tax income","Non-elderly females","Dollars","81","units ","0","v92045355","3.5.34","29200","D","","","0"
"2012","Newfoundland and Labrador","","Median after-tax income","All family units","Dollars","81","units ","0","v92045356","3.12.1","48800","B","","","0"
"2012","Newfoundland and Labrador","","Median after-tax income","Economic families, two persons or more","Dollars","81","units ","0","v92045357","3.12.2","64500","B","","","0"
"2012","Newfoundland and Labrador","","Median after-tax income","Elderly families","Dollars","81","units ","0","v92045358","3.12.3","43100","C","","","0"
"2012","Newfoundland and Labrador","","Median after-tax income","Elderly married couples","Dollars","81","units ","0","v92045359","3.12.4","39700","D","","","0"
"2012","Newfoundland and Labrador","","Median after-tax income","Other elderly families","Dollars","81","units ","0","v92045360","3.12.5","55600","D","","","0"
"2012","Newfoundland and Labrador","","Median after-tax income","Non-elderly families","Dollars","81","units ","0","v92045361","3.12.6","70000","B","","","0"
"2012","Newfoundland and Labrador","","Median after-tax income","Married couples","Dollars","81","units ","0","v92045362","3.12.7","60300","C","","","0"
"2012","Newfoundland and Labrador","","Median after-tax income","Two-parent families with children","Dollars","81","units ","0","v92045363","3.12.11","87600","C","","","0"
"2012","Newfoundland and Labrador","","Median after-tax income","Married couples with other relatives","Dollars","81","units ","0","v92045364","3.12.16","93600","C","","","0"
"2012","Newfoundland and Labrador","","Median after-tax income","Lone-parent families","Dollars","81","units ","0","v92045365","3.12.17","30500","D","","","0"
"2012","Newfoundland and Labrador","","Median after-tax income","Male lone-parent families","Dollars","81","units ","0","v92045366","3.12.18","","F","","","0"
"2012","Newfoundland and Labrador","","Median after-tax income","Female lone-parent families","Dollars","81","units ","0","v92045367","3.12.19","29300","D","","","0"
"2012","Newfoundland and Labrador","","Median after-tax income","Other non-elderly families","Dollars","81","units ","0","v92045368","3.12.23","63500","D","","","0"
"2012","Newfoundland and Labrador","","Median after-tax income","Unattached individuals","Dollars","81","units ","0","v92045369","3.12.24","22100","C","","","0"
"2012","Newfoundland and Labrador","","Median after-tax income","Elderly males","Dollars","81","units ","0","v92045370","3.12.25","19700","C","","","0"
"2012","Newfoundland and Labrador","","Median after-tax income","Elderly females","Dollars","81","units ","0","v92045371","3.12.28","20300","B","","","0"
"2012","Newfoundland and Labrador","","Median after-tax income","Non-elderly males","Dollars","81","units ","0","v92045372","3.12.31","29900","E","","","0"
"2012","Newfoundland and Labrador","","Median after-tax income","Non-elderly females","Dollars","81","units ","0","v92045373","3.12.34","26600","D","","","0"
"2012","Newfoundland and Labrador","","Implicit government transfer rate","All family units","Percent","239","units ","0","v92045374","3.6.1","17.0","B","","","1"
"2012","Newfoundland and Labrador","","Implicit government transfer rate","Economic families, two persons or more","Percent","239","units ","0","v92045375","3.6.2","15.3","B","","","1"
"2012","Newfoundland and Labrador","","Implicit government transfer rate","Elderly families","Percent","239","units ","0","v92045376","3.6.3","45.1","C","","","1"
"2012","Newfoundland and Labrador","","Implicit government transfer rate","Elderly married couples","Percent","239","units ","0","v92045377","3.6.4","48.6","C","","","1"
"2012","Newfoundland and Labrador","","Implicit government transfer rate","Other elderly families","Percent","239","units ","0","v92045378","3.6.5","37.7","D","","","1"
"2012","Newfoundland and Labrador","","Implicit government transfer rate","Non-elderly families","Percent","239","units ","0","v92045379","3.6.6","11.2","C","","","1"
